"Russell.Ticker","Russell.Company","Bloomberg.Name","BB.Unique.ID","Bloomberg.Ticker","RF.UI.ID"
"NMFC","NEW MTN FIN CORP","NEW MOUNTAIN FINANCE CORP","EQ0000000010662490","NMFC","IKVO9X"
"NMRX","NUMEREX CORP","NUMEREX CORP -CL A","EQ0013632400001000","NMRX","Cm6If"
"NNBR","NN INC","NN INC","EQ0013631200001000","NNBR","DZ1X9"
"NNI","NELNET INC","NELNET INC-CL A","EQ0000000000710502","NNI","CmVpH"
"NNN","NATIONAL RETAIL PPTYS","NATIONAL RETAIL PROPERTIES","EQ0010572200001000","NNN","CsLi4"
"NOC","NORTHROP GRUMMAN CORP","NORTHROP GRUMMAN CORP","EQ0010109000001000","NOC","B_PQZ"
"NOG","NORTHERN OIL & GAS INC","NORTHERN OIL AND GAS INC","EQ0000000002238934","NOG","EHZhE"
"NOR","NORANDA ALUM HLDG CORP","NORANDA ALUMINUM HOLDING COR","EQ0000000006401199","NOR","CB1dK"
"NOV","NATIONAL OILWELL VARCO","NATIONAL OILWELL VARCO INC","EQ0019450500001000","NOV","B_7UI"
"NP","NEENAH PAPER INC","NEENAH PAPER INC","EQ0000000001373679","NP","Cr4GI"
"NPBC","NATIONAL PENN BANCSHARE","NATL PENN BCSHS INC","EQ0010574400001000","NPBC","CBEfS"
"NPK","NATIONAL PRESTO INDS IN","NATIONAL PRESTO INDS INC","EQ0010104600001000","NPK","C8wnv"
"NPO","ENPRO INDUSTRIES INC","ENPRO INDUSTRIES INC","EQ0000000000181625","NPO","B_NzG"
"NPSP","NPS PHARMACEUTICALS INC","NPS PHARMACEUTICALS INC","EQ0012984200001000","NPSP","Ctvq3"
"NPTN","NEOPHOTONICS CORP","NEOPHOTONICS CORP","EQ0000000000516482","NPTN","I2P46q"
"NR","NEWPARK RESOURCES INC","NEWPARK RESOURCES INC","EQ0010574800001000","NR","B_3Jp"
"NRCI","NATIONAL RESEARCH CORP","NATIONAL RESEARCH CORP","EQ0030203900001000","NRCI","eDMKq"
"NRF","NORTHSTAR REALTY FINANC","NORTHSTAR REALTY FINANCE COR","EQ0000000001238929","NRF","ChbIo"
"NRG","NRG ENERGY INC","NRG ENERGY INC","EQ0000000000859200","NRG","B_Jtq"
"NSC","NORFOLK SOUTHERN CORP","NORFOLK SOUTHERN CORP","EQ0010107800001000","NSC","B_PMO"
"NSIT","INSIGHT ENTERPRISES INC","INSIGHT ENTERPRISES INC","EQ0015663700001000","NSIT","B_LvC"
"NSM","NATIONAL SEMICONDUCTOR",NA,NA,"","CBkX8"
"NSP","INSPERITY INC","INSPERITY INC","EQ0020162200001001","NSP","I20yr5"
"NSR","NEUSTAR INC","NEUSTAR INC-CLASS A","EQ0000000000728379","NSR","CFBpb"
"NST","NSTAR","NSTAR","EQ0082524000001000","","CgGig"
"NSTC","NESS TECHNOLOGIES INC",NA,NA,"","CBjS0"
"NTAP","NETAPP INC","NETAPP INC","EQ0017135100001000","NTAP","CAKCG"
"NTCT","NETSCOUT SYSTEMS INC","NETSCOUT SYSTEMS INC","EQ0093877300001000","NTCT","CX8N1"
"NTGR","NETGEAR INC","NETGEAR INC","EQ0118441500001000","NTGR","L6F-J"
"NTLS","NTELOS HOLDINGS CORP","NTELOS HOLDINGS CORP","EQ0000000002033415","NTLS","CjjHe"
"NTRI","NUTRI SYSTEM INC","NUTRISYSTEM INC","EQ0082391300001000","NTRI","L6F-m"
"NTRS","NORTHERN TRUST CORP","NORTHERN TRUST CORP","EQ0010578900001000","NTRS","B_PKA"
"NTSP","NETSPEND HOLDINGS INC","NETSPEND HOLDINGS INC","EQ0000000003825041","NTSP","aBmHa"
"NU","NORTHEAST UTILITIES","NORTHEAST UTILITIES","EQ0010108600001000","NU","CWZCu"
"NUAN","NUANCE COMMUNICATIONS","NUANCE COMMUNICATIONS INC","EQ0017137300001000","NUAN","B_q23"
"NUE","NUCOR CORP","NUCOR CORP","EQ0010109700001000","NUE","BhGkJc"
"NUS","NU SKIN ENTERPRISES","NU SKIN ENTERPRISES INC - A","EQ0019465400001000","NUS","CcUdM"
"NUTR","NUTRACEUTICAL INTL CORP","NUTRACEUTICAL INTL CORP","EQ0031313200001000","NUTR","DZPx9"
"NUVA","NUVASIVE INC","NUVASIVE INC","EQ0000000001005042","NUVA","CKTmJ"
"NVAX","NOVAVAX INC","NOVAVAX INC","EQ0017961000001000","NVAX","CBcB3"
"NVDA","NVIDIA CORP","NVIDIA CORP","EQ0031365700001000","NVDA","B_E-I"
"NVE","NV ENERGY INC","NV ENERGY INC","EQ0082371900001000","NVE","DGgvq"
"NVEC","NVE CORP","NVE CORP","EQ0017005000001000","NVEC","FjiHg"
"NVLS","NOVELLUS SYSTEMS INC","NOVELLUS SYSTEMS INC","EQ0010580600001000","","CCxqG"
"NVR","NVR INC","NVR INC","EQ0010580700001000","NVR","B_qfx"
"NVTL","NOVATEL WIRELESS INC","NOVATEL WIRELESS INC","EQ0094009900001000","NVTL","CgGpt"
"NWBI","NORTHWEST BANCSHARES IN","NORTHWEST BANCSHARES INC","EQ0015912900001000","NWBI","ETsqv"
"NWE","NORTHWESTERN CORP","NORTHWESTERN CORP","EQ0000000001391223","NWE","CAfdH"
"NWL","NEWELL RUBBERMAID INC","NEWELL RUBBERMAID INC","EQ0010106500001000","NWL","B_Klb"
"NWLI","NATIONAL WESTRN LIFE IN","NATL WESTERN LIFE INS-CL A","EQ0010581300002000","NWLI","CUfNg"
"NWN","NORTHWEST NATURAL GAS C","NORTHWEST NATURAL GAS CO","EQ0010581400001000","NWN","CKCDc"
"NWPX","NORTHWEST PIPE CO","NORTHWEST PIPE CO","EQ0017127200001000","NWPX","CApXR"
"NWSA","NEWS CORP","NEWS CORP-B","EQ0010106900009100","NWS","COBkz"
"NWY","NEW YORK & CO INC","NEW YORK & CO","EQ0000000001125254","NWY","CLjiP"
"NX","QUANEX BUILDING PRODUCT","QUANEX BUILDING PRODUCTS","EQ0000000005114984","NX","Bchuqx"
"NXST","NEXSTAR BROADCASTING GR","NEXSTAR BROADCASTING GROUP-A","EQ0000000000144538","NXST","DDmaa"
"NXTM","NXSTAGE MEDICAL INC","NXSTAGE MEDICAL INC","EQ0000000001886493","NXTM","CCBtF"
"NYB","NEW YORK CMNTY BANCORP","NEW YORK COMMUNITY BANCORP","EQ0012654600001000","NYB","CL-UQ"
"NYMX","NYMOX PHARMACEUTICAL","NYMOX PHARMACEUTICAL CORP","EQ0010991700002001","NYMX","DbBcM"
"NYT","NEW YORK TIMES CO","NEW YORK TIMES CO-A","EQ0010582600002000","NYT","BhGkFw"
"NYX","NYSE EURONEXT","NYSE EURONEXT","EQ0000000000125906","NYX","B_HnO"
"O","REALTY INCOME CORP","REALTY INCOME CORP","EQ0015486100001000","O","I2TCxC"
"OABC","OMNIAMERICAN BANCORP IN","OMNIAMERICAN BANCORP INC","EQ0000000009348009","OABC","Fk6sx"
"OAS","OASIS PETE INC","OASIS PETROLEUM INC","EQ0000000009837468","OAS","I2VBNW"
"OB","ONEBEACON INSURANCE GRP","ONEBEACON INSURANCE GROUP-A","EQ0000000002715910","OB","C6LKZ"
"OC","OWENS CORNING NEW","OWENS CORNING","EQ0000000002812689","OC","B_OHD"
"OCFC","OCEANFIRST FINANCIAL","OCEANFIRST FINANCIAL CORP","EQ0017194600001000","OCFC","CBnow"
"OCLR","OCLARO INC","OCLARO INC","EQ0000000001312617","OCLR","3ga67"
"OCN","OCWEN FINANCIAL CORP","OCWEN FINANCIAL CORP","EQ0019464300001000","OCN","CF9qd"
"OCR","OMNICARE INC","OMNICARE INC","EQ0010111900001000","OCR","B_Kfc"
"OCZ","OCZ TECHNOLOGY GROUP IN","OCZ TECHNOLOGY GROUP INC","EQ0000000009595725","OCZ","CN0yN"
"ODC","OIL DRI CORP OF AMERICA","OIL-DRI CORP OF AMERICA","EQ0010587100001000","ODC","F_L2O"
"ODFL","OLD DOMINION FREIGHT","OLD DOMINION FREIGHT LINE","EQ0010584900001000","ODFL","C-KGc"
"ODP","OFFICE DEPOT INC","OFFICE DEPOT INC","EQ0010110900001000","ODP"," -zpkE"
"OEH","ORIENT-EXPRESS HOTELS","ORIENT EXPRESS HOTELS LTD -A","EQ0118207100001000","OEH","CiXEV"
"OFC","CORPORATE OFFICE PPTYS","CORPORATE OFFICE PROPERTIES","EQ0010654300001000","OFC","CM_ol"
"OFG","ORIENTAL FINANCIAL GROU","ORIENTAL FINANCIAL GROUP","EQ0010585300001000","OFG","CXRo5"
"OFIX","ORTHOFIX INTL N V","ORTHOFIX INTERNATIONAL NV","EQ0010585500001000","OFIX","CT0w6"
"OFLX","OMEGA FLEX INC","OMEGA FLEX INC","EQ0000000001570803","OFLX","CZI16"
"OGE","OGE ENERGY CORP","OGE ENERGY CORP","EQ0010111500001000","OGE","Cg_Z6"
"OGXI","ONCOGENEX PHARMAS INC","ONCOGENEX PHARMACEUTICAL INC","EQ0017118600001000","OGXI","DgjnB"
"OHI","OMEGA HEALTHCARE INVS","OMEGA HEALTHCARE INVESTORS","EQ0011522300001000","OHI","CHgQE"
"OI","OWENS ILLINOIS INC","OWENS-ILLINOIS INC","EQ0010113600001000","OI","CACZR"
"OII","OCEANEERING INTL INC","OCEANEERING INTL INC","EQ0010110700001000","OII","m-fEM"
"OIS","OIL STATES INTERNATIONA","OIL STATES INTERNATIONAL INC","EQ0118343700001000","OIS","DMhbV"
"OKE","ONEOK INC","ONEOK INC","EQ0010112200001000","OKE","B_J_y"
"OKSB","SOUTHWEST BANCORP INC O","SOUTHWEST BANCORP INC/OKLA","EQ0012668300001000","OKSB","CIBsU"
"OLN","OLIN CORP","OLIN CORP","EQ0010111700001000","OLN","_h68j"
"OLP","ONE LIBERTY PROPERTIES","ONE LIBERTY PROPERTIES INC","EQ0010588200001000","OLP","CpH0F"
"OMC","OMNICOM GROUP INC","OMNICOM GROUP","EQ0010112000001000","OMC","CCfar"
"OMCL","OMNICELL INC","OMNICELL INC","EQ0117973700001000","OMCL","L6INn"
"OME","OMEGA PROTEIN CORP","OMEGA PROTEIN CORP","EQ0031332200001000","OME","Cf7n-"
"OMEX","ODYSSEY MARINE EXPLOR","ODYSSEY MARINE EXPLORATION","EQ0017913800001000","OMEX","DhHuF"
"OMG","OM GROUP INC","OM GROUP INC","EQ0012606900001000","OMG","DCHCZ"
"OMI","OWENS & MINOR INC","OWENS & MINOR INC","EQ0010113400001000","OMI","B_KzT"
"OMN","OMNOVA SOLUTIONS INC","OMNOVA SOLUTIONS INC","EQ0087181600001000","OMN","Ca6X5"
"OMPI","OBAGI MEDICAL PROD INC","OBAGI MEDICAL PRODUCTS INC","EQ0000000002803239","OMPI","CjXRQ"
"OMX","OFFICEMAX INC","OFFICEMAX INC","EQ0010021200001000","OMX","B_t-J"
"ONB","OLD NATIONAL BANCORP","OLD NATIONAL BANCORP","EQ0010587700001000","ONB","CZUnh"
"ONE","HIGHER ONE HLDGS INC","HIGHER ONE HOLDINGS INC","EQ0000000006066666","ONE","Jt-7j"
"ONNN","ON SEMICONDUCTOR CORP","ON SEMICONDUCTOR CORPORATION","EQ0035838500001000","ONNN","COQfR"
"ONTY","ONCOTHYREON INC","ONCOTHYREON INC","EQ0011566000001001","ONTY","DW_pC"
"ONXX","ONYX PHARMACEUTICALS IN","ONYX PHARMACEUTICALS INC","EQ0017178100001000","ONXX","CYat9"
"OPEN","OPENTABLE INC","OPENTABLE INC","EQ0000000007745529","OPEN","CAMiC"
"OPK","OPKO HEALTH INC","OPKO HEALTH INC","EQ0017122900001000","OPK","CGzcL"
"OPLK","OPLINK COMMUNICATIONS","OPLINK COMMUNICATIONS INC","EQ0118272800001000","OPLK","DQ5hW"
"OPNT","OPNET TECHNOLOGIES INC","OPNET TECHNOLOGIES INC","EQ0117889400001000","OPNT","CUncS"
"OPTR","OPTIMER PHARMA INC","OPTIMER PHARMACEUTICALS INC","EQ0000000001738778","OPTR","CIlB4"
"OPWV","OPENWAVE SYSTEMS INC","OPENWAVE SYSTEMS INC","EQ0038677000001000","UPIP","DBcNH"
"OPXT","OPNEXT INC","OPNEXT INC","EQ0000000002943935","OPXT","CZuuC"
"OPY","OPPENHEIMER HOLDINGS IN","OPPENHEIMER HOLDINGS-CL A","EQ0010914700001001","OPY","B_uqC"
"ORA","ORMAT TECHNOLOGIES INC","ORMAT TECHNOLOGIES INC","EQ0000000001231650","ORA","CAGxd"
"ORB","ORBITAL SCIENCES CORP","ORBITAL SCIENCES CORP","EQ0010591300001000","ORB","B_82W"
"ORBC","ORBCOMM INC","ORBCOMM INC","EQ0000000002526258","ORBC","CKoR0"
"ORCL","ORACLE CORP","ORACLE CORP","EQ0010175200001000","ORCL","B_G9m"
"OREX","OREXIGEN THERAPEUTICS","OREXIGEN THERAPEUTICS INC","EQ0000000003097976","OREX","CbbbX"
"ORI","OLD REPUBLIC INTL CORP","OLD REPUBLIC INTL CORP","EQ0010111600001000","ORI","Cgvj3"
"ORIT","ORITANI FINANCIAL CORP","ORITANI FINANCIAL CORP","EQ0756995700001000","ORIT","0yGrs"
"ORLY","O REILLY AUTOMOTIVE INC","O\'REILLY AUTOMOTIVE INC","EQ0011714200001000","ORLY","CM_Og"
"ORN","ORION MARINE GROUP INC","ORION MARINE GROUP INC","EQ0000000003491611","ORN","CGbmv"
"ORRF","ORRSTOWN FINL SVCS INC","ORRSTOWN FINL SERVICES INC","EQ0021696700001000","ORRF","DXkuQ"
"OSG","OVERSEAS SHIPHOLDNG GRP","OVERSEAS SHIPHOLDING GROUP","EQ0010113300001000","OSG","CAhFH"
"OSIR","OSIRIS THERAPEUTICS","OSIRIS THERAPEUTICS INC","EQ0022587200001000","OSIR","CdLyC"
"OSIS","OSI SYSTEMS INC","OSI SYSTEMS INC","EQ0022575700001000","OSIS","B_Q7r"
"OSK","OSHKOSH CORP","OSHKOSH CORP","EQ0010594100003000","OSK","B_KRp"
"OSTK","OVERSTOCK COM INC","OVERSTOCK.COM INC","EQ0140912700001000","OSTK","CPjm2"
"OSUR","ORASURE TECHNOLOGIES IN","ORASURE TECHNOLOGIES INC","EQ0010366000001000","OSUR","CBGGP"
"OTTR","OTTER TAIL CORP","OTTER TAIL CORP","EQ0010594300001000","OTTR","Cgqab"
"OUTD","OUTDOOR CHANNEL HLDGS","OUTDOOR CHANNEL HOLDINGS INC","EQ0010417800001000","OUTD","CQGUd"
"OVTI","OMNIVISION TECHNOLOGIES","OMNIVISION TECHNOLOGIES INC","EQ0117868900001000","OVTI","DDZFY"
"OWW","ORBITZ WORLDWIDE INC","ORBITZ WORLDWIDE INC","EQ0000000003523668","OWW","B_Xk6"
"OXM","OXFORD INDUSTRIES INC","OXFORD INDUSTRIES INC","EQ0010113700001000","OXM","CjHXT"
"OXPS","OPTIONSXPRESS HOLDINGS",NA,NA,"","Ch2or"
"OXY","OCCIDENTAL PETE CORP","OCCIDENTAL PETROLEUM CORP","EQ0010110600001000","OXY","CAMIU"
"OYOG","OYO GEOSPACE CORP","OYO GEOSPACE CORP","EQ0017903200001000","OYOG","I33ydg"
"OZRK","BANK OF THE OZARKS INC","BANK OF THE OZARKS","EQ0022584900001000","OZRK","CZooI"
"PACB","PACIFIC BIOSCIENCES CA","PACIFIC BIOSCIENCES OF CALIF","EQ0000000003092751","PACB","CCPfh"
"PACR","PACER INTERNATIONAL INC","PACER INTERNATIONAL INC","EQ0034822500001000","PACR","CiGAD"
"PACW","PACWEST BANCORP","PACWEST BANCORP","EQ0117601300001000","PACW","Cnl4G"
"PAET","PAETEC HOLDING CORP","PAETEC HOLDING CORP","EQ0031354600001000","","CiE3l"
"PAG","PENSKE AUTOMOTIVE GROUP","PENSKE AUTOMOTIVE GROUP INC","EQ0019437400001000","PAG","CAzc4"
"PANL","UNIVERSAL DISPLAY CORP","UNIVERSAL DISPLAY CORP","EQ0018621900001000","PANL","CEPjl"
"PATR","PATRIOT TRANSPORTATION","PATRIOT TRANSPORTATION HLDG","EQ0010399500001000","PATR","E6Skp"
"PAY","VERIFONE SYSTEMS INC","VERIFONE SYSTEMS INC","EQ0000000001549699","PAY","BeQ7a8"
"PAYX","PAYCHEX INC","PAYCHEX INC","EQ0010599500001000","PAYX","CF02H"
"PBCT","PEOPLES UNITED FINANCIA","PEOPLE\'S UNITED FINANCIAL","EQ0010599800001000","PBCT","BK_c7J"
"PBH","PRESTIGE BRANDS HOLDING","PRESTIGE BRANDS HOLDINGS INC","EQ0000000001457406","PBH","CVqIc"
"PBI","PITNEY BOWES INC","PITNEY BOWES INC","EQ0010118700001000","PBI","B_KLP"
